,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,1.8929753303527832,4.470383,4.151239,3.88267,92349
1,1.7653203010559082,4.6861095,4.311559,3.59545,135287
2,2.350266218185425,3.6608381,3.845637,3.15717,137367
3,2.004687786102295,4.156067,3.485014,3.30765,121017
4,1.9696637392044067,4.336784,4.0070033,3.72423,129258
5,1.696709156036377,4.1419477,4.099966,3.57934,106615
6,2.3875954151153564,4.456737,3.9314766,3.30673,110756
7,1.7852132320404053,4.177697,3.763618,3.48953,173767
8,1.8018996715545654,4.5792,4.469525,3.66163,109200
9,1.7719488143920898,4.2980857,4.270034,2.83384,147645
10,2.0782434940338135,4.360375,4.344765,3.99587,245969
11,1.6718530654907227,4.739733,4.6797047,3.95476,176162
12,1.711411952972412,4.302453,4.433814,4.0334,112825
13,1.5049190521240234,2.2932954,2.6116953,3.86545,88125
14,1.8401517868041992,4.3352156,4.218603,3.97732,183668
15,2.038531541824341,3.768314,3.7562554,3.5483,86272
16,1.3782601356506348,4.2797337,4.212331,3.46394,330772
17,1.5460882186889648,3.678249,3.7317574,3.52027,144151
18,1.4244071245193481,1.5956413,1.544362,3.59955,161514
19,1.3255239725112915,3.7970564,4.204442,3.42553,231296
