,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,3.652493476867676,4.3052087,4.2738748,4.08685,100073
1,3.4893319606781006,3.852694,3.8592489,4.12527,186153
2,3.553375482559204,4.1838903,4.1990156,3.81568,330818
3,3.568100690841675,4.5570807,4.462409,3.99372,220115
4,3.5585434436798096,3.9504778,3.895913,3.83435,284129
5,3.5641403198242188,3.8337755,3.8876312,4.10722,251078
6,3.562354803085327,4.1417136,3.7851675,4.39729,188434
7,3.5308008193969727,4.4437838,4.30916,4.16037,327909
8,3.5151801109313965,3.7309902,3.5771677,4.36124,196887
9,3.444895029067993,3.5897527,3.68771,4.05426,147685
10,3.34763503074646,4.072004,3.9576404,4.25957,302522
11,3.579315185546875,3.9990706,3.9686341,4.022,197716
12,3.349414587020874,4.1283455,4.0319757,4.18385,220824
13,3.466416358947754,3.794855,3.6069427,4.27888,213632
14,3.141498565673828,4.3129416,4.177341,4.20234,251842
15,3.4284539222717285,4.3371553,4.2893,4.10416,285446
16,3.5123937129974365,4.498083,4.364896,4.16108,165399
17,3.610189199447632,4.45354,4.4213266,4.08899,260255
18,1.863767385482788,4.3025203,4.237848,3.8309,377608
19,3.576903820037842,3.1641374,3.2632082,4.35828,194011
20,3.421785354614258,4.117538,4.0459623,4.09606,419171
21,3.5341289043426514,3.7360117,3.7240558,4.29643,310400
22,3.413271903991699,3.863098,3.857498,4.21051,518528
23,2.859875202178955,4.0887313,3.9646354,4.28739,349203
24,3.3020005226135254,2.9138663,3.1205184,4.38676,77946
25,3.5815887451171875,4.361718,4.3392706,4.16744,162000
26,3.1458377838134766,4.1813836,4.0890617,3.52663,86271
27,3.571427583694458,4.758519,4.5935664,4.3796,222908
28,3.687425374984741,3.9278405,3.8935683,4.34973,81969
29,1.7422778606414795,4.420542,4.1371164,3.47061,162036
30,3.238858461380005,3.7515686,3.989169,4.18125,204704
31,3.596876859664917,2.407094,2.4788287,4.28617,106682
32,3.327430486679077,3.68346,3.41164,3.85292,92293
33,3.3306455612182617,4.1492033,4.0481486,4.18209,174755
34,3.286881923675537,4.156655,3.975887,3.72084,171013
35,3.3745367527008057,3.9721642,3.8575263,4.25574,136747
36,3.4879062175750732,3.8745573,3.8324554,3.70028,178417
37,1.9739290475845337,4.4328017,4.324231,4.0961,159128
38,3.4047646522521973,3.2447212,3.5900934,4.07042,92416
39,3.430896282196045,4.145504,4.1511736,4.32619,213832
40,3.5758583545684814,4.0257864,4.0029554,4.2963,122929
41,3.406012535095215,2.5650954,2.494376,4.0795,114737
42,1.8978288173675537,3.8772857,3.701343,3.89876,177163
43,3.4773623943328857,3.9509618,3.7024467,3.96632,89320
44,3.3819079399108887,3.8550847,3.9333208,4.34108,114879
45,3.7070717811584473,3.744352,3.465271,4.07797,114405
46,3.6948821544647217,4.3043833,4.273922,3.78381,127220
47,3.129986047744751,3.946658,4.031026,4.05175,113309
48,3.3057498931884766,4.227561,4.259539,4.06745,92349
49,2.034369468688965,2.6160672,2.7097645,4.02983,117662
50,3.5003185272216797,4.350173,4.2567663,4.15761,175531
51,3.616159200668335,4.433181,4.2647853,4.33148,149648
52,3.6424522399902344,3.7777112,3.6369221,3.70277,206025
53,2.547692060470581,3.4223902,3.5395272,4.25457,147298
54,3.5825610160827637,2.3692813,2.3701513,4.09312,143382
55,3.8010737895965576,4.3112154,3.7535284,3.98105,90178
56,3.52592134475708,2.4716525,2.6589704,3.37378,105551
57,3.6276609897613525,3.6211803,3.5896287,4.23816,106671
58,3.595825433731079,4.0205975,3.9938262,4.24287,110777
59,3.3930306434631348,3.9783707,3.6743279,4.16001,102487
60,3.434016466140747,3.3035815,2.949438,4.218,122638
61,3.3437540531158447,4.054675,3.769196,4.01519,143548
62,3.403186798095703,2.5830538,2.7317626,3.32386,91375
63,3.23979115486145,3.7812345,3.9168966,4.37628,144476
64,3.3163838386535645,4.366452,4.221756,3.89767,90368
65,3.770678758621216,4.000415,3.9663737,3.9313,131456
66,3.41218638420105,4.584843,4.2978096,4.03637,119546
67,2.887566089630127,2.3515823,2.9690936,3.84642,126041
68,3.490501642227173,4.3095555,4.278516,3.82619,129156
69,3.4300475120544434,3.6687737,3.503761,4.04124,92756
70,1.8903998136520386,4.2526474,4.155794,4.02352,140928
71,3.04247784614563,3.7419815,3.7224755,4.22828,84069
72,3.555083751678467,3.8678095,3.570593,3.54811,129379
73,3.5639853477478027,4.4336057,4.4461703,3.91237,100518
74,2.93961238861084,2.5149624,2.3252943,4.23004,102475
75,3.5135176181793213,3.976097,3.997369,4.34548,214756
76,3.4631388187408447,4.2861414,4.1221848,3.64983,210760
77,2.0631425380706787,4.0427175,4.057886,4.1218,200313
78,1.7973613739013672,4.290942,4.2816677,3.83216,190629
79,3.6876823902130127,3.856507,3.768008,3.67936,139262
80,3.7312161922454834,4.080913,4.0263195,4.07904,135287
81,3.6083714962005615,4.290812,4.200122,3.61687,94407
82,2.8821983337402344,3.7079594,3.668455,3.89036,100559
83,3.2950429916381836,3.9616127,4.2690554,4.44232,131214
84,3.6778650283813477,3.9721713,3.755224,4.16674,188059
85,3.6029067039489746,4.2123833,4.2104015,3.91846,170038
86,3.5655460357666016,3.9541366,4.0295205,4.08342,102469
87,1.7501029968261719,2.770907,2.627116,3.80208,105467
