,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,1.8337645530700684,4.5384684,4.137406,3.57587,92349
1,2.1021721363067627,4.4808416,4.190915,3.45744,135287
2,2.1946425437927246,4.5728254,4.5903187,3.10346,137367
3,2.50162672996521,4.5058856,4.3234854,3.27239,121017
4,1.9411112070083618,4.5359173,4.261856,3.06103,129258
5,2.099083185195923,2.9787197,3.7724628,3.70641,106615
6,2.0541813373565674,4.6128683,4.2646527,3.25167,110756
7,2.002793073654175,3.950604,3.7040987,3.41336,173767
8,2.1531991958618164,4.575384,4.4489756,3.68851,109200
9,2.098633289337158,4.2911577,4.2539864,2.96079,147645
10,2.21584153175354,4.131034,3.86951,3.98108,245969
11,2.0962133407592773,4.733116,4.6417837,4.01656,176162
12,2.2292661666870117,4.339442,4.55875,3.87705,112825
13,2.0658669471740723,2.431645,2.7090685,4.0134,88125
14,2.3047773838043213,4.6086884,4.4879613,3.98351,183668
15,2.2268459796905518,4.2217293,4.2320905,3.39479,86272
16,1.621796727180481,4.3015394,4.471958,3.5431,330772
17,1.807870626449585,3.5024052,3.3494778,3.56564,144151
18,1.7006103992462158,2.3356469,2.4034042,3.57557,161514
19,1.68375563621521,4.0176473,3.8267934,3.1127,231296
