,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,2.5497384071350098,4.6164746,4.398308,3.64888,100073
1,2.5136466026306152,4.222682,3.8036106,3.99352,186153
2,2.493107557296753,4.6402855,4.603368,3.083,330818
3,2.1929500102996826,4.701346,4.4746804,3.67426,220115
4,2.5896530151367188,4.470854,4.1065216,3.39656,284129
5,2.43230938911438,4.7466373,4.3995833,3.53764,251078
6,2.2659096717834473,4.775065,4.690999,3.7578,188434
7,2.3044509887695312,4.6343575,4.4564605,3.67788,327909
8,2.385784864425659,3.828424,3.8733938,3.773,196887
9,2.1869685649871826,4.3179207,4.305044,3.12529,147685
10,2.0150492191314697,4.6730747,4.1718187,3.73787,302522
11,2.340214967727661,4.625527,4.6357064,4.05019,197716
12,2.3627607822418213,4.7026067,4.508671,3.88601,220824
13,2.092911720275879,4.556667,4.432631,3.95289,213632
14,2.2355127334594727,4.6439047,4.551529,3.78559,251842
15,2.152663469314575,4.7624664,4.708252,3.46416,285446
16,2.3102526664733887,4.770447,4.546921,3.88797,165399
17,2.4507439136505127,4.8488393,4.8120894,3.72402,260255
18,1.9052882194519043,4.5659447,4.437844,3.40897,377608
19,2.3160035610198975,4.1832094,4.0416994,3.72517,194011
20,2.2614846229553223,4.8274584,4.619958,3.88392,419171
21,2.132725238800049,4.8303595,4.7499113,3.86508,310400
22,2.2649643421173096,4.486315,4.230275,3.68161,518528
23,2.4282684326171875,4.5709677,4.4345856,3.77483,349203
24,2.111785888671875,4.3981376,3.8427808,3.48494,77946
25,2.3988773822784424,4.6822205,4.6162577,3.88738,162000
26,2.0906286239624023,4.342636,4.457576,3.66198,86271
27,2.1372251510620117,4.8706474,4.6111097,3.84999,222908
28,1.438462734222412,4.58875,4.310887,3.64625,81969
29,1.3251672983169556,4.7349663,4.6064777,3.56108,162036
30,2.1603243350982666,4.132378,4.1067457,3.70485,204704
31,2.0745670795440674,3.7501307,2.5173895,3.89446,106682
32,1.9557533264160156,4.0108685,4.022501,3.173,92293
33,2.3450052738189697,4.50592,4.3196845,3.80361,174755
34,2.039900302886963,4.3508024,4.0271606,3.0053,171013
35,2.191436767578125,4.544083,4.3563724,3.8417,136747
36,2.4083943367004395,4.301194,4.061848,3.31601,178417
