,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,2.4862725734710693,4.323284,4.1853,3.64216,100073
1,2.7747018337249756,3.8822286,2.8749459,3.64017,186153
2,2.5480031967163086,4.4306545,4.4493,3.10402,330818
3,2.0835413932800293,4.554326,3.7115304,3.46573,220115
4,2.411283493041992,4.2979927,3.7850473,3.18794,284129
5,2.4875946044921875,3.3859236,3.6487966,3.34581,251078
6,2.417994260787964,4.507661,4.129255,3.83231,188434
7,2.374298572540283,3.2387583,3.9002302,3.29574,327909
8,2.3898022174835205,3.6504045,3.080488,3.79377,196887
9,2.256316661834717,3.537986,3.2071989,3.12211,147685
10,2.3077964782714844,4.5202417,4.2999454,3.56017,302522
11,2.438878059387207,4.5364785,4.5379725,3.73326,197716
12,2.537688970565796,4.492506,4.295808,3.73363,220824
13,2.2592856884002686,4.281296,3.9336255,3.92666,213632
14,1.9748387336730957,4.5304875,4.3061333,4.00052,251842
15,2.402569055557251,4.5999317,4.4485874,3.56267,285446
16,2.262375593185425,4.7709436,4.6635027,3.70829,165399
17,2.7647671699523926,4.7971206,4.638097,3.69717,260255
18,1.5531737804412842,4.3883133,3.6433136,3.08201,377608
19,2.634460926055908,3.8366501,3.489504,3.83164,194011
20,2.2299978733062744,4.4808426,4.5046625,3.81851,419171
21,2.1255311965942383,4.3926134,4.5854425,3.48863,310400
22,2.55545973777771,4.205953,3.9709203,3.78349,518528
23,1.7859246730804443,2.8243933,2.9494755,3.67049,349203
24,2.06825590133667,3.3424432,2.6534617,3.4056,77946
25,2.4778354167938232,4.1931257,3.2627168,3.82872,162000
26,1.9920389652252197,4.33992,3.6053565,3.51717,86271
27,2.4265143871307373,4.7985353,4.5891666,4.05559,222908
28,3.0942811965942383,4.23038,4.3093977,3.64008,81969
29,1.3740252256393433,4.784729,4.401823,3.62903,162036
30,2.3675196170806885,4.1056385,3.5544162,3.62336,204704
31,2.267331600189209,2.7490082,2.3852031,3.85862,106682
32,2.0030128955841064,4.4607,4.0955563,3.285,92293
33,2.5461177825927734,2.6946526,3.0125139,3.78603,174755
34,2.0971665382385254,4.209502,3.890094,2.71076,171013
35,2.565418243408203,4.179924,3.916347,3.66594,136747
36,2.3230912685394287,3.9181201,3.7953374,3.36513,178417
37,1.4257756471633911,4.4514017,4.297003,3.45467,159128
38,2.1422150135040283,4.338252,4.308275,3.73732,92416
39,2.238417148590088,3.7482512,3.2864573,4.19962,213832
40,2.3589272499084473,4.838582,4.7362022,4.04591,122929
41,1.8180291652679443,3.1402047,2.557913,3.4786,114737
42,1.5496851205825806,4.435191,4.1769037,3.92811,177163
43,2.7346582412719727,4.301825,3.8783977,3.39044,89320
44,2.337567090988159,2.704151,2.6354153,3.57206,114879
45,2.488773822784424,3.791311,3.1522965,3.72401,114405
46,2.820726156234741,4.3679886,4.2887287,2.99915,127220
47,2.3520660400390625,4.1189094,3.746545,3.67983,113309
48,1.9711287021636963,4.27461,3.6442578,3.82248,92349
49,1.508880615234375,3.7671108,4.0963583,3.70163,117662
50,2.308974027633667,4.6037016,4.2584076,3.32827,175531
51,2.466217517852783,4.3341203,4.426277,3.95089,149648
52,2.523082733154297,3.8163307,3.8850389,3.30887,206025
53,1.7632147073745728,3.0075595,2.5919948,3.73698,147298
54,2.4311838150024414,2.5012944,3.1711323,3.36839,143382
55,1.8039779663085938,4.2538724,4.1698904,3.6348,90178
56,2.431396245956421,3.9938016,3.5460064,2.7269,105551
57,2.431043863296509,4.6583796,4.6315184,4.11566,106671
58,2.32448673248291,4.2176127,3.9972336,3.77658,110777
59,2.3112282752990723,3.7552567,3.7879484,3.80837,102487
60,2.4724719524383545,4.5015926,3.570821,3.80517,122638
61,2.1129395961761475,3.4840996,3.3312738,3.4817,143548
62,2.441617250442505,3.581356,3.5082145,3.25138,91375
63,2.331559419631958,4.395817,4.400916,3.98387,144476
64,2.5711307525634766,4.492369,4.4482884,3.46877,90368
65,2.4021778106689453,4.211795,4.108734,3.62602,131456
66,2.3183553218841553,4.296113,3.9476054,3.7138,119546
67,2.4021029472351074,3.8215652,4.0921993,3.1517,126041
68,2.288867235183716,4.44417,4.301722,3.77111,129156
69,2.8405745029449463,4.317789,4.3157344,3.81549,92756
70,1.4804530143737793,4.4542933,4.269927,3.44717,140928
71,1.912071704864502,4.204726,3.4737332,3.8582,84069
72,2.409821033477783,4.0111732,3.5041885,3.14839,129379
73,2.0604424476623535,2.429157,3.4397686,3.27207,100518
74,1.7145111560821533,2.34607,2.205074,3.94467,102475
75,2.5683951377868652,4.474851,4.503168,4.07936,214756
76,2.456120252609253,4.47655,4.445901,3.50531,210760
77,1.4260984659194946,4.1557207,3.914303,3.88343,200313
78,1.3682986497879028,4.7710867,4.7733927,3.65284,190629
79,1.4480656385421753,3.6345255,3.3998208,3.25351,139262
80,2.245154857635498,4.34414,3.8515685,3.44009,135287
81,2.583685874938965,4.5786457,4.244645,3.17467,94407
82,2.5621979236602783,3.2094505,3.0737066,3.68566,100559
83,2.513496160507202,3.2002792,3.137437,3.79221,131214
84,2.736445426940918,4.5457015,4.516917,3.77681,188059
85,2.1823558807373047,4.117218,3.858797,3.33564,170038
86,2.2386252880096436,4.477504,4.393445,3.85137,102469
87,2.4978878498077393,3.6876261,3.8381119,3.75923,105467
88,2.1626460552215576,2.7159932,2.9071333,3.81345,133344
89,1.737020492553711,4.2663736,3.6232398,3.92581,96393
90,2.2724363803863525,4.5871572,4.560664,3.68295,126047
91,1.9536497592926025,4.4991293,4.4690914,3.13829,137367
92,1.610119104385376,3.0986266,3.1265295,3.26838,226573
93,2.397587537765503,3.3585708,3.4922154,3.71572,127895
94,2.3557357788085938,4.332989,4.089763,3.76626,188694
95,2.3103904724121094,4.372916,4.226555,3.83264,158008
96,1.2465072870254517,3.114143,3.4015129,3.82728,108606
97,2.5110678672790527,4.697747,4.654914,3.29045,163890
98,1.6232268810272217,3.7003624,3.234382,3.69783,158065
99,1.993965983390808,3.929054,3.4908066,3.50246,116162
100,2.751694440841675,3.5959756,3.889218,3.74803,170943
101,1.3608548641204834,3.8454626,3.4329484,3.69429,131389
102,2.257715940475464,3.51015,3.6337364,3.46487,110759
103,2.1999313831329346,4.0821915,3.8653054,3.08655,123100
104,2.3325963020324707,4.4159756,4.1653414,3.54929,125604
105,2.107355833053589,4.1462564,4.132304,3.39347,123009
106,2.6350674629211426,3.3938365,3.0695791,3.94348,132095
107,2.0354182720184326,4.257831,3.474094,3.02696,96384
108,1.9249048233032227,2.9562223,2.4380124,3.57998,90326
109,2.555678606033325,4.3874645,4.016889,3.94646,186350
110,1.9752159118652344,3.2672105,3.552138,3.64398,118578
111,2.2235231399536133,4.5941834,4.461755,3.41626,141341
112,2.230409622192383,4.1930704,4.1552143,3.68151,104674
113,2.001063585281372,3.950662,3.6584651,3.68309,77890
114,2.4122040271759033,2.6131885,2.8393998,3.82707,106412
115,1.8293980360031128,3.8147418,3.907264,4.02838,123009
116,2.247529983520508,4.0422544,3.4566395,3.8118,88178
117,2.0418624877929688,4.207532,3.8770723,3.88018,213247
118,2.310420513153076,4.196577,3.2564008,3.48205,163420
119,1.3516910076141357,4.1340823,3.9867475,3.65902,110796
120,2.5992767810821533,3.4714575,3.8186474,3.91704,98403
121,1.5285003185272217,3.0876763,3.2590744,3.9394,88160
122,1.903656244277954,4.3674335,4.4503202,4.11795,86129
123,2.9964046478271484,4.0528517,4.078102,3.97545,112085
124,2.5559561252593994,3.9002166,4.1073136,3.79492,171136
125,2.463184118270874,3.1209702,3.5967717,3.32743,166580
126,2.3182852268218994,4.1390944,4.199283,3.61113,205234
127,2.890900135040283,4.3556833,3.8912904,3.64169,157287
128,2.2137296199798584,2.6477997,2.6281724,3.60902,179767
