,pesq,nisqa_mos16,nisqa_mos48,visqol,lengths
0,2.8760669231414795,4.2681046,3.9551275,4.03188,100073
1,3.1693058013916016,4.3918896,4.2266417,4.36497,186153
2,2.452854871749878,4.6974697,4.589309,3.64082,330818
3,2.404803991317749,4.802371,4.6873536,3.98765,220115
4,2.7807400226593018,4.6278143,4.485446,3.87868,284129
5,2.7409873008728027,4.794693,4.5910206,3.88755,251078
6,2.4514853954315186,4.928657,4.6877947,4.21605,188434
7,2.5863680839538574,5.0137053,4.834484,3.98921,327909
8,2.4800636768341064,4.1014886,3.8869526,4.3274,196887
9,2.3356449604034424,4.506914,4.118902,3.96527,147685
10,2.524655342102051,4.775048,4.6807127,4.21048,302522
11,2.9242732524871826,4.667095,4.59297,4.17422,197716
12,3.082430601119995,4.705597,4.66271,4.15871,220824
13,2.141587734222412,4.504409,4.263876,4.35588,213632
14,2.5512728691101074,4.870927,4.7637687,4.34385,251842
15,2.530261754989624,4.8005867,4.7119083,3.87195,285446
16,2.663029670715332,4.778346,4.6314945,4.1524,165399
17,2.9863405227661133,4.850337,4.839959,4.08076,260255
18,1.5892577171325684,4.6155186,4.4873924,3.97439,377608
19,2.8422627449035645,4.6482296,4.4237967,4.28602,194011
20,2.5014710426330566,4.949549,4.704973,4.15143,419171
21,2.522169828414917,4.826557,4.728881,4.15575,310400
22,2.5944247245788574,4.6741867,4.609527,4.30922,518528
23,2.6206541061401367,4.7584863,4.7347803,4.06561,349203
24,2.169750452041626,4.2106996,4.300196,4.18398,77946
25,2.910414695739746,4.7801976,4.6645007,4.14739,162000
26,2.185220956802368,4.435937,4.462381,3.74218,86271
27,2.4938225746154785,4.880447,4.7087097,4.20313,222908
28,3.0307888984680176,4.5502453,4.363515,3.85947,81969
29,2.052403450012207,4.6908007,3.540706,3.82239,162036
30,2.7342236042022705,4.776353,4.737425,4.16939,204704
31,2.5859880447387695,4.580595,3.9505754,4.0482,106682
32,1.853388786315918,4.3712068,4.1294003,3.92093,92293
33,2.3482933044433594,4.416656,4.319252,4.2668,174755
34,2.459019422531128,4.687605,4.533847,3.68172,171013
35,2.4897165298461914,4.7947235,4.699066,4.15672,136747
36,2.687058210372925,4.290949,4.2382226,3.79009,178417
37,1.424471139907837,4.5140524,4.388151,4.01234,159128
38,2.003871202468872,4.537607,4.4797554,4.07604,92416
39,2.280723810195923,4.7382145,4.814995,4.27608,213832
40,2.7241718769073486,4.8006554,4.6985583,4.18273,122929
41,2.086900472640991,4.612522,4.4989395,3.8962,114737
42,2.6355085372924805,4.592206,4.448477,4.17849,177163
43,2.300149440765381,3.2837696,3.1611202,3.83527,89320
44,2.33767032623291,4.484717,4.561677,3.89345,114879
45,2.814734935760498,4.320539,4.428504,3.99076,114405
46,3.1949493885040283,4.5493937,4.487684,3.65632,127220
47,2.600767135620117,4.6935177,4.6173773,4.07568,113309
48,1.9923193454742432,4.6690903,4.5974894,4.03337,92349
49,2.938459873199463,4.433463,4.4997883,3.9553,117662
50,2.4944679737091064,4.8819256,4.8955283,3.78129,175531
51,2.3400847911834717,4.9539514,4.921924,3.96966,149648
52,2.3805480003356934,4.3773584,4.200487,3.47299,206025
53,3.0573158264160156,2.9884672,3.2455003,4.11339,147298
54,2.583509922027588,3.7574565,4.080667,4.00415,143382
55,1.6349291801452637,4.498582,4.495797,4.03499,90178
56,3.0794053077697754,4.383319,4.47255,3.42219,105551
57,1.9554040431976318,4.452117,4.5084467,4.17179,106671
58,2.2218382358551025,4.6567736,4.748362,4.02945,110777
59,2.15384578704834,4.5593047,4.607176,3.87755,102487
60,3.022469997406006,4.66193,4.2546024,4.08561,122638
61,2.425704002380371,4.426955,4.436327,3.99426,143548
62,2.3064911365509033,4.5160217,4.5502243,4.07655,91375
63,2.9678642749786377,4.5586452,4.6440406,4.2119,144476
64,2.575260877609253,4.54066,4.4614553,3.95794,90368
65,2.1850879192352295,4.162773,4.090006,3.8517,131456
66,2.7486562728881836,4.8233004,4.7240033,4.05983,119546
67,3.0093724727630615,4.3230333,4.3467994,3.71621,126041
68,2.456688642501831,4.773589,4.7283974,4.05641,129156
69,2.420682668685913,4.165454,4.0264354,3.94398,92756
70,1.7048348188400269,4.7514486,4.761615,3.994,140928
71,1.9492292404174805,4.466399,3.8976386,3.81049,84069
72,3.0773470401763916,4.719552,4.5578804,3.89526,129379
73,2.9456112384796143,4.7310534,4.5874186,4.02761,100518
74,1.856448769569397,3.482547,2.8632457,4.14783,102475
75,2.660098075866699,4.44667,4.687599,4.37281,214756
76,2.553654193878174,4.7625647,4.697819,3.82024,210760
77,1.538074254989624,4.640069,4.6382008,4.15719,200313
78,2.5932695865631104,4.735261,4.790098,3.80041,190629
79,1.365728735923767,4.0335207,4.0718536,3.90199,139262
80,2.068274974822998,4.950076,4.75556,3.90262,135287
81,2.3604848384857178,4.6225243,4.4693437,3.84241,94407
82,2.303945779800415,3.1857326,2.8454142,4.08953,100559
83,1.8259422779083252,4.7027206,4.4948225,4.33945,131214
84,1.904176950454712,4.898722,4.772454,4.15068,188059
85,2.507678747177124,4.655161,4.616062,4.01173,170038
86,2.774190664291382,4.6302056,4.5701137,4.10296,102469
87,1.6757639646530151,4.341541,4.518546,3.56403,105467
88,2.700037717819214,4.739438,4.6214833,4.02575,133344
89,1.6860499382019043,4.5244684,4.599135,4.017,96393
90,2.6975457668304443,4.7425785,4.6678796,4.07877,126047
91,2.951632261276245,4.5535364,4.541232,3.89856,137367
92,2.4798123836517334,4.5717325,4.5248046,4.16469,226573
93,2.960041046142578,3.4583046,3.6349146,4.08009,127895
94,2.4245333671569824,4.7524405,4.662567,4.1347,188694
95,2.704505205154419,4.121291,4.223983,4.21731,158008
96,1.3322086334228516,4.447963,4.3955603,3.83131,108606
97,2.8749966621398926,4.855006,4.653051,3.73281,163890
98,2.627201795578003,4.5794373,4.5877566,4.14374,158065
99,2.4114460945129395,4.356803,4.2504344,3.94094,116162
100,2.3482136726379395,4.623175,4.5534906,4.16345,170943
101,1.3273429870605469,4.616033,4.4761395,3.78915,131389
102,2.0426948070526123,4.5439596,4.617382,4.02098,110759
103,2.1330294609069824,4.681423,4.736785,3.77066,123100
104,2.2614569664001465,4.447854,4.5513697,3.8422,125604
105,2.0003440380096436,4.498438,4.5344067,3.65221,123009
106,3.0256214141845703,3.9527953,4.20339,4.19925,132095
107,2.1322643756866455,4.605199,4.413054,3.55409,96384
108,2.3259103298187256,4.016738,4.0924497,3.98583,90326
109,2.511833429336548,4.556631,4.491262,4.1484,186350
110,2.0414512157440186,4.525652,4.4334936,3.76915,118578
111,2.3367092609405518,4.9392705,4.8392544,4.02905,141341
112,2.145838975906372,2.987904,3.089835,4.1031,104674
113,1.8293483257293701,4.8502502,4.86156,4.02033,77890
114,2.713148593902588,3.6729841,3.734967,4.18362,106412
115,2.5034027099609375,4.334605,4.4637384,4.12734,123009
116,3.048546552658081,2.138788,2.3791873,3.9759,88178
117,2.508345603942871,4.65085,4.5821357,4.41093,213247
118,1.9757747650146484,4.4463224,4.1163945,3.72823,163420
119,1.4519617557525635,4.7556667,4.6988916,4.00268,110796
120,2.398804187774658,4.6747236,4.627887,4.02208,98403
121,1.4506168365478516,3.0412438,3.5399215,3.95447,88160
122,1.9067201614379883,4.5715256,4.631936,4.17827,86129
123,3.001410722732544,4.2601438,4.2767453,4.20274,112085
124,2.5919852256774902,4.3037415,4.3447704,4.02288,171136
125,2.6143810749053955,4.6784315,4.679101,3.68852,166580
126,2.6835265159606934,4.494557,4.4695816,4.0129,205234
127,2.8829221725463867,2.6018884,2.739156,3.94855,157287
128,2.6379146575927734,3.4821181,3.4112022,3.90364,179767
129,2.6611380577087402,4.7086306,4.7086115,3.92097,215217
130,1.7316830158233643,4.6069903,4.641346,3.87506,127109
131,2.7852706909179688,4.739166,4.7119293,4.24282,204777
132,2.487273931503296,4.299496,4.276901,4.04404,121072
133,2.7075181007385254,4.3936234,4.7069407,4.06493,178247
134,2.248178005218506,4.6002464,4.571972,3.87176,110790
135,2.72692608833313,4.8906574,4.746425,3.86215,149561
136,2.0206573009490967,4.6610546,4.595662,3.88601,153787
137,2.0913851261138916,4.625988,4.6405826,3.77143,84016
138,2.6137688159942627,3.4074695,4.023716,4.106,114859
139,2.4093246459960938,3.9853854,4.0879197,4.29144,100055
140,2.9095349311828613,4.8213863,4.7641935,4.24564,163281
141,2.597397565841675,4.778434,4.74249,4.05046,209152
142,2.239907741546631,4.705472,4.420417,3.88987,131605
143,2.7284178733825684,4.8749495,4.7029624,3.83453,127140
144,3.2656917572021484,4.698498,4.6081276,4.29019,138912
145,2.4371113777160645,4.537343,4.519841,3.96477,113850
146,2.440171003341675,4.299354,4.2495995,3.87128,189796
147,2.8344430923461914,4.638645,4.576317,3.83193,203576
148,3.0712952613830566,4.370833,4.602186,4.05675,90352
149,2.186598062515259,4.638576,4.627407,4.16732,98433
150,2.675726890563965,4.7048225,4.659607,4.17804,217128
151,2.6724774837493896,4.6437225,4.5964355,3.88277,245603
152,2.090907335281372,4.7917814,4.816639,4.30321,195504
