,pesq,nisqa_mos16,nisqa_mos48,visqol,f0_rmse,voiced_acc,lengths
0,2.487823486328125,4.4584837,3.200148,3.81111,1.6008926522747111,0.8534031361341476,91255
1,2.7965784072875977,3.878208,3.417686,4.26771,1.9154811047235294,0.9125000014901161,114981
2,2.8660430908203125,4.692947,4.647479,3.92414,1.1037364530623117,0.8181818127632141,89430
3,2.7540783882141113,4.45698,4.349342,4.23881,3.20193762074587,0.8405172377824783,111331
4,2.925156354904175,2.711798,3.2320642,4.21684,2.1162035684137606,0.839826837182045,110419
5,3.012732744216919,4.781022,4.507759,3.84256,3.17791567824749,0.854237288236618,141445
6,3.078526496887207,4.361951,3.715464,3.8482,2.4292368676802063,0.8488888889551163,107681
7,2.405871629714966,2.8749812,2.8602035,3.6067,2.5276828759545777,0.7678571492433548,107225
8,2.7861406803131104,4.6386127,4.7957582,4.02278,1.4049554530174009,0.8564593344926834,99924
9,2.7275397777557373,3.7486298,3.729129,3.5812,1.851139519067516,0.8677686005830765,115893
10,2.743980884552002,4.7087836,4.2679424,3.91443,3.8580878914692276,0.8555133044719696,126006
11,2.7041749954223633,3.165158,3.5909715,4.20183,3.671748811184436,0.85823754966259,125099
12,3.0461714267730713,4.4774046,4.458918,4.33364,1.8886899549742255,0.9330708682537079,121473
13,3.2680790424346924,4.5272245,4.064726,3.8927,1.1222757068176825,0.869047611951828,80304
14,3.0075228214263916,4.813662,4.6593027,4.10732,1.8036815085093725,0.9003831446170807,125100
15,3.042052984237671,4.224334,3.3138344,3.89072,3.5035215500738914,0.8638132363557816,123286
16,2.4047210216522217,3.731483,2.6557748,4.32274,2.941090738760651,0.8566037714481354,126912
17,2.51271390914917,4.2838,3.9154036,4.05079,1.4223070471900474,0.869918704032898,117847
18,2.596357822418213,2.6670933,3.271002,3.8494,1.9209569922662282,0.9186991900205612,117847
19,2.7926793098449707,3.016815,3.2634864,4.10815,1.9161396909137114,0.8636363595724106,116033
20,2.587163209915161,4.7700787,4.1086464,3.62844,2.980309473813743,0.8517110198736191,126006
21,2.3836207389831543,4.095313,2.471827,3.82047,1.5740968849567036,0.8840000033378601,119659
22,2.9283885955810547,4.4548726,2.9982634,3.82954,1.9631600210152667,0.8971193432807922,116487
23,3.331754684448242,4.652529,4.148081,4.15674,3.9409440360008943,0.8734567910432816,155467
24,2.004016399383545,4.766511,3.8922143,3.56926,2.7694284373756486,0.8516746461391449,100170
25,2.6495823860168457,4.018465,2.692443,4.24684,2.6786788409411337,0.8666666597127914,107876
26,2.995311737060547,4.09824,4.44851,3.70983,2.594197936878201,0.9118942767381668,108781
27,2.9353561401367188,4.670584,4.016079,4.41943,1.9812433499642588,0.9299610927700996,123286
28,2.6475706100463867,2.4877656,2.5044906,4.52511,2.1128396685215862,0.8558558523654938,106311
29,3.0484516620635986,4.7503815,3.9571636,3.98383,3.484850427937738,0.8821292743086815,126006
30,3.1290462017059326,4.644374,4.0378723,3.94809,4.2208757784760556,0.9679999984800816,119659
31,2.5820770263671875,3.872514,2.7367542,3.92861,3.395314946986431,0.8681818246841431,105156
32,2.2899999618530273,3.8265407,2.8391573,4.31829,3.81913205363069,0.8503936976194382,121473
33,2.4658737182617188,4.291132,3.4961467,4.1264,1.7060461274679144,0.8515283912420273,109689
34,2.7525434494018555,4.314863,4.3508015,4.44774,2.2161764105009354,0.9083094522356987,167252
35,2.625737428665161,3.1862695,2.8049238,3.99344,4.440726419052166,0.7258064448833466,118753
36,2.6580615043640137,4.146853,3.9585147,4.07551,2.6488541143543483,0.7938144356012344,139603
37,2.079009771347046,4.5469933,4.0900316,4.09792,2.2159043040911017,0.9021276608109474,112408
38,2.902599334716797,4.552526,4.2833967,4.26983,2.4762556012821686,0.7873303145170212,106062
39,2.253122091293335,4.7578573,4.404328,4.03588,2.702420568088831,0.7702702730894089,70709
40,2.8847262859344482,4.0460925,3.6806145,4.32875,0.9125159386965143,0.919075146317482,82946
41,2.456373691558838,4.452425,4.8579764,4.1336,0.9512669252274746,0.8149999976158142,95637
42,2.5628931522369385,4.7185698,4.6792073,4.11008,2.0872281141015034,0.7887323945760727,101982
43,1.720221996307373,4.4361143,3.9342253,4.14283,2.3720307500524354,0.8054054081439972,88517
44,2.971372127532959,4.745266,3.0512967,3.91138,2.0056198634197444,0.8467433005571365,125100
45,2.732473134994507,3.392533,3.6144025,4.12404,2.1035732090701997,0.9090909063816071,115893
46,2.7366256713867188,4.677491,4.1190386,4.31267,1.4773698888388658,0.9267241358757019,111048
47,3.089764356613159,4.7900887,4.5165205,4.12454,2.344256211009953,0.7850877195596695,109050
48,2.524216890335083,4.314987,4.590927,4.29736,1.088984860390498,0.8170731663703918,78479
49,3.0363597869873047,4.655094,4.2161093,4.37997,2.3464614034244495,0.9010988995432854,87025
