,pesq,stoi_est,pesq_est,sisdr_est,mos,ovr,sig,bak,mcd,visqol,wacc,lengths
0,1.6501615047454834,0.9968912,2.9388862,22.589447,4.9944906,2.5004605060787997,3.3393217630622325,3.001302951576768,1.2907913931091652,3.4142,-0.17375886524822692,92349
1,1.6458467245101929,0.99857664,3.4929664,22.446821,4.994462,3.0842603961548933,3.9094661755607767,3.416683305967867,2.161100968630774,3.56859,-0.17375886524822692,135287
2,1.6356678009033203,0.9989421,3.5633175,21.667671,4.9945135,2.8712379387730484,3.794508689733645,3.2717854402448534,1.7721918252181579,2.92401,-0.17375886524822692,137367
3,1.73618483543396,0.9975649,2.5630615,19.69223,3.133928,2.962823072877547,3.8168477253850512,3.3081036804628323,1.2975886947239599,3.22644,-0.17375886524822692,96384
4,1.4745922088623047,0.99896693,3.0261633,20.569357,4.9944735,2.624336532101323,3.8084822507880283,2.95511006035075,1.7178210771926625,3.4142,-0.17375886524822692,110796
5,2.068942070007324,0.99930346,3.4409606,20.970701,3.0329309,2.8454558154641822,3.7549608271867356,3.230364879327111,1.605654903202483,3.54306,-0.17375886524822692,90540
6,1.759114384651184,0.9989152,3.2822042,19.509798,4.99449,3.0229852342030883,3.8177609096949734,3.4051074274112,1.7391456310449889,3.22514,-0.17375886524822692,121017
7,1.6876590251922607,0.9939466,2.6274936,19.006577,4.994455,2.8725799911906185,3.570500677542128,3.3240220488524086,1.9338479933186123,3.12553,-0.17375886524822692,129258
8,1.699437141418457,0.99904674,3.2619848,21.378746,4.470499,2.617216414274436,3.397285074427234,3.1073970579283174,2.0173781639740214,3.67403,-0.17375886524822692,118927
9,1.8674421310424805,0.9988109,2.9634056,19.034164,4.994442,2.726365203362704,3.698429928619124,3.104208863945832,2.1707828848323127,3.35615,-0.17375886524822692,106615
10,1.7416930198669434,0.997129,2.8688998,21.415737,4.9945397,3.139927174691681,3.9512455879604076,3.4504700416334826,2.0239551912060976,3.26253,-0.17375886524822692,213909
11,1.9987857341766357,0.9996556,3.570505,22.454435,4.9944673,3.165261522235569,4.013362419324572,3.455545649400742,2.2673022983611553,3.22968,-0.17375886524822692,110756
12,1.8065567016601562,0.9988644,3.2433128,21.199707,4.994524,2.9104224720682152,3.680158408200087,3.3202183564282572,2.8603581119001835,2.93038,-0.17375886524822692,173767
13,1.9150561094284058,0.99842584,2.9488697,20.990175,4.2812586,3.037485827928689,3.836143943740943,3.425986452342277,2.007759560129753,3.27846,-0.17375886524822692,109200
14,2.044973611831665,0.9991074,3.178673,21.289772,4.994267,2.982672638795919,3.9008807454141845,3.311032544788757,1.0186070419111504,3.89382,-0.17375886524822692,130893
15,1.6834707260131836,0.9984054,3.2941327,22.118378,4.994554,2.8616903764823483,3.646049376213309,3.278962793194174,2.546308454410769,3.10344,-0.17375886524822692,147645
16,1.7774901390075684,0.9993741,3.158293,21.649815,4.9931364,3.4209675728668163,4.105986890711668,3.6774314352619086,2.1936864656519366,3.92238,-0.17375886524822692,245969
17,1.951470971107483,0.99763346,3.3207653,23.099167,3.6265993,2.9569734462080954,3.507844442707466,3.406456807348876,1.8122288573542442,3.07497,-0.17375886524822692,133138
18,1.9021275043487549,0.99929595,2.9137335,16.219507,4.334991,2.740260312231787,3.5406649956062717,3.1900407050267336,1.525690082679852,3.2853,-0.17375886524822692,158985
19,1.7268500328063965,0.999553,3.79065,24.326178,3.5334954,2.9578483844727743,3.8088000924786365,3.304322797539551,4.42341046418425,3.76709,-0.17375886524822692,176162
20,2.0682804584503174,0.99991834,4.109643,24.227009,3.2717054,3.163172260586051,3.91706710570387,3.492812315050401,3.0576721586643245,3.85499,-0.17375886524822692,112825
21,1.5707101821899414,0.99934775,3.3541837,24.483335,4.994074,3.2179652638717275,4.054693181403238,3.469283097814224,3.626991180216804,3.59584,-0.17375886524822692,140089
22,1.7710330486297607,0.99947613,3.8130589,26.060427,4.994464,3.1222962827761376,3.9090366952746836,3.48307348877748,3.24329119794494,2.71579,-0.17375886524822692,123196
23,2.039315938949585,0.9993241,3.400879,24.604952,4.9945483,2.9026956312642014,3.8624285872327544,3.215397886984596,3.4421313526684405,3.48732,-0.17375886524822692,189479
24,2.010800838470459,0.9996216,3.4548392,20.43795,4.9944367,2.8394477455670843,3.896729301987265,3.111010637134709,3.4016153429994573,3.90711,-0.17375886524822692,88125
25,1.984784722328186,0.99962735,3.623913,23.91343,3.7486405,3.052879954427571,3.951933930309554,3.3523058796985046,2.5416569405503013,3.43737,-0.17375886524822692,108679
26,2.0826151371002197,0.999843,3.892435,25.374939,4.993545,3.1978801361583877,3.9415290036554613,3.5064364133529247,3.062160472681571,3.42545,-0.17375886524822692,183668
