,pesq,stoi_est,pesq_est,sisdr_est,mos,ovr,sig,bak,mcd,visqol,wacc,lengths
27,2.178436040878296,0.99984443,3.7200603,26.181572,4.957011,3.3318742953743095,4.079955258814521,3.6071060116289972,2.8755832655808025,3.74136,-0.17375886524822692,105625
28,2.374082326889038,0.9994369,3.5407643,22.300854,3.6933107,2.8425031640449983,3.844518433698869,3.1833502308683177,2.0055981960903186,4.05087,-0.17375886524822692,96780
29,2.1434383392333984,0.9994691,3.174066,21.899698,4.434902,2.907015897810314,3.768143357275073,3.2867477533976355,2.0241977009155403,3.0951,-0.17375886524822692,86272
30,2.0115139484405518,0.9994997,3.7716384,26.29059,4.2181973,3.1985422561833996,3.9069912891982916,3.5354513984946436,2.336191982664012,3.48634,-0.17375886524822692,125925
31,2.3512210845947266,0.9995371,3.4819584,25.69662,4.9945893,2.8909263697659826,3.909868563398053,3.2089756462723127,3.432372024784486,3.89908,-0.17375886524822692,135708
32,1.9388206005096436,0.9983948,2.8919234,23.497475,3.7371097,3.1981370981172916,3.99949997313162,3.49407944377594,2.719099005042103,3.91783,-0.17375886524822692,88226
33,1.3634568452835083,0.99856323,3.6243026,23.14726,4.875805,2.864794667680041,3.2596852001424277,3.5226740690245815,4.2153888605763035,3.25232,-0.17375886524822692,330772
34,1.9709242582321167,0.9983872,3.1901414,15.497203,2.8067043,1.402276335255103,1.5413739265847368,1.588539892094664,1.3373641783665864,3.26361,-0.17375886524822692,144151
35,1.1136598587036133,0.99952865,3.3435411,18.310295,2.7505238,2.3851971000400796,2.764217446936174,3.10361948310907,2.0561799365582574,3.80754,-0.17375886524822692,111992
36,1.4597691297531128,0.9990773,2.8304877,21.971184,2.3131065,2.7911578101141874,3.676667698283201,3.1827796572594345,2.5048981297861324,3.17129,-0.17375886524822692,161514
37,1.154542326927185,0.99953115,3.9095278,23.432438,3.1093373,2.5238961448895982,3.3130589117038474,3.02789643041361,3.273176455606501,2.88658,-0.17375886524822692,231296
38,1.144436001777649,0.99863714,3.618248,22.257118,2.7370598,2.8359094473122255,3.5468415322823685,3.326206240628025,2.906849068070854,3.09144,-0.17375886524822692,152839
39,1.1791185140609741,0.9990989,3.7779531,21.008133,4.0264015,3.0416238100621116,3.7693124319195546,3.4695935727119407,1.7899731008045534,3.269,-0.17375886524822692,178750
